0,0,387,722,110,123,1,-1,-1,-1
0,1,682,386,48,53,1,-1,-1,-1
0,2,658,612,72,85,1,-1,-1,-1
1,0,387,722,110,123,1,-1,-1,-1
1,1,682,386,48,52,1,-1,-1,-1
1,2,658,612,72,85,1,-1,-1,-1
2,0,387,722,110,123,1,-1,-1,-1
2,1,681,386,49,53,1,-1,-1,-1
2,2,659,613,71,84,1,-1,-1,-1
3,0,387,722,110,123,1,-1,-1,-1
3,1,682,386,48,53,1,-1,-1,-1
3,2,659,613,71,84,1,-1,-1,-1
4,0,387,722,110,123,1,-1,-1,-1
4,1,682,386,48,53,1,-1,-1,-1
4,2,658,613,72,84,1,-1,-1,-1
5,0,387,722,110,123,1,-1,-1,-1
5,1,682,386,48,53,1,-1,-1,-1
5,2,658,613,72,84,1,-1,-1,-1
6,0,387,722,110,123,1,-1,-1,-1
6,1,682,386,48,53,1,-1,-1,-1
6,2,658,613,72,84,1,-1,-1,-1
7,0,387,722,110,123,1,-1,-1,-1
7,1,682,386,48,53,1,-1,-1,-1
7,2,658,612,72,85,1,-1,-1,-1
8,0,391,722,106,123,1,-1,-1,-1
8,1,681,384,50,55,1,-1,-1,-1
8,2,657,614,72,82,1,-1,-1,-1
9,0,393,722,106,123,1,-1,-1,-1
9,1,682,385,50,55,1,-1,-1,-1
9,2,651,614,73,77,1,-1,-1,-1
10,0,394,725,106,118,1,-1,-1,-1
10,1,685,386,47,50,1,-1,-1,-1
10,2,643,611,74,81,1,-1,-1,-1
11,0,394,725,107,119,1,-1,-1,-1
11,1,685,384,53,56,1,-1,-1,-1
11,2,643,603,75,90,1,-1,-1,-1
12,0,393,726,109,117,1,-1,-1,-1
12,1,686,385,52,56,1,-1,-1,-1
12,2,643,598,75,95,1,-1,-1,-1
13,0,392.0,725.0,107.0,120.0,1,-1,-1,-1
13,1,684.0,386.0,54.0,55.0,1,-1,-1,-1
13,2,635.0,610.0,76.0,85.0,1,-1,-1,-1
13,3,1.333333333333334,599.3333333333334,48.611111111111114,87.5,1,-1,-1,-1
14,0,388,725,109,123,1,-1,-1,-1
14,1,685,387,55,55,1,-1,-1,-1
14,2,633,616,74,79,1,-1,-1,-1
14,3,5.111111111111111,600.6111111111111,52.00925925925927,86.41666666666674,1,-1,-1,-1
15,0,387,725,109,122,1,-1,-1,-1
15,1,686,386,54,57,1,-1,-1,-1
15,2,630,620,75,81,1,-1,-1,-1
15,3,8.888888888888888,601.8888888888889,55.40740740740742,85.33333333333337,1,-1,-1,-1
16,0,384,724,110,123,1,-1,-1,-1
16,1,685,385,54,56,1,-1,-1,-1
16,2,623,612,79,93,1,-1,-1,-1
16,3,12.666666666666664,603.1666666666667,58.805555555555564,84.25,1,-1,-1,-1
17,0,377,722,112,125,1,-1,-1,-1
17,1,687,386,54,56,1,-1,-1,-1
17,2,617,611,80,97,1,-1,-1,-1
17,3,16.444444444444443,604.4444444444446,62.20370370370371,83.16666666666663,1,-1,-1,-1
18,0,370,722,112,126,1,-1,-1,-1
18,1,687,385,55,59,1,-1,-1,-1
18,2,613,608,81,104,1,-1,-1,-1
18,3,20.22222222222222,605.7222222222224,65.60185185185185,82.08333333333326,1,-1,-1,-1
19,0,370,722,113,126,1,-1,-1,-1
19,1,686,386,56,58,1,-1,-1,-1
19,2,612,608,83,104,1,-1,-1,-1
19,3,24,607,69,81,1,-1,-1,-1
20,0,364,722,106,124,1,-1,-1,-1
20,1,685,386,57,57,1,-1,-1,-1
20,2,610,615,81,104,1,-1,-1,-1
20,3,30,606,68,82,1,-1,-1,-1
21,0,354,718,106,126,1,-1,-1,-1
21,1,685,386,57,55,1,-1,-1,-1
21,2,604,614,79,105,1,-1,-1,-1
21,3,34.355555555555554,607.8333333333334,68.56111111111112,82.96666666666658,1,-1,-1,-1
22,0,339,719,108,128,1,-1,-1,-1
22,1,687,385,56,56,1,-1,-1,-1
22,2,594,611,85,114,1,-1,-1,-1
22,3,38.71111111111111,609.6666666666667,69.12222222222223,83.93333333333317,1,-1,-1,-1
23,0,324,718,107,130,1,-1,-1,-1
23,1,689,386,55,55,1,-1,-1,-1
23,2,587,623,83,106,1,-1,-1,-1
23,3,43.06666666666666,611.5000000000001,69.68333333333335,84.89999999999975,1,-1,-1,-1
24,0,310,717,105,132,1,-1,-1,-1
24,1,690,384,54,58,1,-1,-1,-1
24,2,581,625,84,104,1,-1,-1,-1
24,3,47.42222222222222,613.3333333333335,70.24444444444447,85.86666666666633,1,-1,-1,-1
25,0,276,712,106,131,1,-1,-1,-1
25,1,690,388,54,54,1,-1,-1,-1
25,2,563,625,89,113,1,-1,-1,-1
25,3,51.77777777777777,615.1666666666669,70.80555555555559,86.83333333333292,1,-1,-1,-1
26,0,257,709,107,132,1,-1,-1,-1
26,1,689,388,56,54,1,-1,-1,-1
26,2,558,625,90,115,1,-1,-1,-1
26,3,56.133333333333326,617.0000000000002,71.3666666666667,87.7999999999995,1,-1,-1,-1
27,0,239,708,109,134,1,-1,-1,-1
27,1,690,388,54,53,1,-1,-1,-1
27,2,553,625,91,115,1,-1,-1,-1
27,3,60.48888888888888,618.8333333333336,71.9277777777778,88.76666666666608,1,-1,-1,-1
28,0,239,708,109,134,1,-1,-1,-1
28,1,690,387,54,54,1,-1,-1,-1
28,2,553,624,90,115,1,-1,-1,-1
28,3,64.84444444444443,620.666666666667,72.48888888888891,89.73333333333267,1,-1,-1,-1
29,0,207,710,104,124,1,-1,-1,-1
29,1,686,386,58,55,1,-1,-1,-1
29,2,553,633,82,119,1,-1,-1,-1
29,3,69.19999999999999,622.5000000000003,73.05000000000001,90.69999999999925,1,-1,-1,-1
30,0,192.0,708.0,105.0,123.0,1,-1,-1,-1
30,1,685.0,386.0,58.0,55.0,1,-1,-1,-1
30,2,548.0,636.0,84.0,120.0,1,-1,-1,-1
30,3,73.55555555555556,624.3333333333334,73.61111111111113,91.66666666666663,1,-1,-1,-1
31,0,179,708,103,118,1,-1,-1,-1
31,1,684,385,59,57,1,-1,-1,-1
31,2,545,642,84,128,1,-1,-1,-1
31,3,71.7280701754386,623.5292397660819,73.31871345029242,91.59356725146199,1,-1,-1,-1
