0,0,988,156,87,88,1,-1,-1,-1
1,0,987,156,88,88,1,-1,-1,-1
2,0,988,156,87,88,1,-1,-1,-1
3,0,988,156,87,88,1,-1,-1,-1
4,0,988,156,87,88,1,-1,-1,-1
5,0,988,156,87,88,1,-1,-1,-1
6,0,988,156,87,88,1,-1,-1,-1
7,0,987,157,88,87,1,-1,-1,-1
8,0,987,157,88,87,1,-1,-1,-1
9,0,987,156,88,88,1,-1,-1,-1
10,0,987,156,88,88,1,-1,-1,-1
11,0,987,156,88,88,1,-1,-1,-1
12,0,987,156,88,88,1,-1,-1,-1
13,0,987,156,88,88,1,-1,-1,-1
14,0,987,156,88,88,1,-1,-1,-1
15,0,987,156,88,88,1,-1,-1,-1
16,0,987,156,88,88,1,-1,-1,-1
17,0,987,156,88,88,1,-1,-1,-1
18,0,987,156,88,88,1,-1,-1,-1
19,0,987,156,88,88,1,-1,-1,-1
20,0,987,156,88,88,1,-1,-1,-1
21,0,986,157,88,90,1,-1,-1,-1
22,0,986,157,87,87,1,-1,-1,-1
23,0,986,156,87,88,1,-1,-1,-1
24,0,986,158,86,85,1,-1,-1,-1
25,0,986,158,87,86,1,-1,-1,-1
25,1,415,458,131,151,1,-1,-1,-1
26,0,984,158,88,86,1,-1,-1,-1
26,1,431,456,127,151,1,-1,-1,-1
27,0,984,158,89,87,1,-1,-1,-1
27,1,430,451,140,158,1,-1,-1,-1
28,0,983,158,88,87,1,-1,-1,-1
28,1,442,454,142,161,1,-1,-1,-1
29,0,984,158,88,87,1,-1,-1,-1
29,1,439,451,145,166,1,-1,-1,-1
30,0,983,159,88,85,1,-1,-1,-1
30,1,455,454,140,159,1,-1,-1,-1
31,0,983,159,88,87,1,-1,-1,-1
31,1,465,457,146,152,1,-1,-1,-1
32,0,983,158,88,88,1,-1,-1,-1
32,1,475,458,151,165,1,-1,-1,-1
33,0,983,157,86,89,1,-1,-1,-1
33,1,486,463,146,159,1,-1,-1,-1
34,0,983,158,86,88,1,-1,-1,-1
34,1,485,464,148,161,1,-1,-1,-1
35,0,982,158,87,87,1,-1,-1,-1
35,1,496,470,146,156,1,-1,-1,-1
36,0,982,158,87,87,1,-1,-1,-1
36,1,497,471,144,159,1,-1,-1,-1
37,0,982,159,86,87,1,-1,-1,-1
37,1,521,487,151,161,1,-1,-1,-1
38,0,983,158,85,88,1,-1,-1,-1
38,1,534,498,150,169,1,-1,-1,-1
39,0,983,158,85,88,1,-1,-1,-1
39,1,534,498,150,169,1,-1,-1,-1
40,0,982,157,86,89,1,-1,-1,-1
40,1,543,510,149,168,1,-1,-1,-1
41,0,982,157,86,88,1,-1,-1,-1
41,1,542,509,150,170,1,-1,-1,-1
42,0,983,158,85,87,1,-1,-1,-1
42,1,555,522,159,160,1,-1,-1,-1
43,0,983,158,86,87,1,-1,-1,-1
43,1,568,527,163,175,1,-1,-1,-1
44,0,982,158,86,87,1,-1,-1,-1
44,1,579,540,163,176,1,-1,-1,-1
45,0,982,158,86,87,1,-1,-1,-1
45,1,577,540,166,180,1,-1,-1,-1
46,0,982,158,84,86,1,-1,-1,-1
46,1,601,550,162,190,1,-1,-1,-1
47,0,982,157,84,86,1,-1,-1,-1
47,1,610,557,173,196,1,-1,-1,-1
48,0,982,158,83,85,1,-1,-1,-1
48,1,617,567,182,196,1,-1,-1,-1
49,0,982,157,83,86,1,-1,-1,-1
49,1,629,575,182,201,1,-1,-1,-1
50,0,982,158,83,86,1,-1,-1,-1
50,1,641,586,182,196,1,-1,-1,-1
51,0,982,158,83,85,1,-1,-1,-1
51,1,641,586,182,196,1,-1,-1,-1
52,0,982,158,83,86,1,-1,-1,-1
52,1,655,598,185,187,1,-1,-1,-1
53,0,982,157,83,87,1,-1,-1,-1
53,1,655,599,183,189,1,-1,-1,-1
54,0,982,158,83,86,1,-1,-1,-1
54,1,677,610,186,196,1,-1,-1,-1
55,0,982,158,86,88,1,-1,-1,-1
55,1,702,625,183,194,1,-1,-1,-1
56,0,982,159,86,87,1,-1,-1,-1
56,1,725,634,179,186,1,-1,-1,-1
57,0,982,159,86,87,1,-1,-1,-1
57,1,726,635,179,185,1,-1,-1,-1
58,0,982,159,85,86,1,-1,-1,-1
58,1,757,643,187,195,1,-1,-1,-1
59,0,982,159,86,87,1,-1,-1,-1
59,1,790,644,188,204,1,-1,-1,-1
60,0,982,159,86,87,1,-1,-1,-1
60,1,804,652,191,203,1,-1,-1,-1
61,0,981,159,86,87,1,-1,-1,-1
61,1,820,657,194,204,1,-1,-1,-1
62,0,982,159,86,87,1,-1,-1,-1
62,1,836,661,197,206,1,-1,-1,-1
63,0,982,159,86,87,1,-1,-1,-1
63,1,841,662,199,208,1,-1,-1,-1
64,0,982,159,86,88,1,-1,-1,-1
64,1,855,666,197,207,1,-1,-1,-1
65,0,982,159,86,87,1,-1,-1,-1
65,1,870,679,197,202,1,-1,-1,-1
66,0,981,158,86,88,1,-1,-1,-1
66,1,882,686,200,209,1,-1,-1,-1
67,0,982,158,85,89,1,-1,-1,-1
67,1,891,695,205,208,1,-1,-1,-1
68,0,982,159,85,88,1,-1,-1,-1
68,1,890,694,206,208,1,-1,-1,-1
69,0,982,158,86,88,1,-1,-1,-1
69,1,900,705,206,203,1,-1,-1,-1
70,0,981,158,85,87,1,-1,-1,-1
70,1,908,718,208,202,1,-1,-1,-1
71,0,980,158,85,87,1,-1,-1,-1
71,1,916,725,210,207,1,-1,-1,-1
72,0,981,158,84,88,1,-1,-1,-1
72,1,917,744,215,211,1,-1,-1,-1
73,0,981,160,82,87,1,-1,-1,-1
73,1,916,762,221,203,1,-1,-1,-1
74,0,981,161,82,86,1,-1,-1,-1
74,1,916,761,220,202,1,-1,-1,-1
75,0,980,160,85,86,1,-1,-1,-1
75,1,931,768,219,209,1,-1,-1,-1
76,0,980,159,84,86,1,-1,-1,-1
76,1,925.5,787.5,227.25,213.5,1,-1,-1,-1
77,0,980,159,83,85,1,-1,-1,-1
77,1,920.0,807.0,235.5,218.0,1,-1,-1,-1
78,0,980,159,83,85,1,-1,-1,-1
78,1,914.5,826.5,243.75,222.5,1,-1,-1,-1
79,0,981,159,83,86,1,-1,-1,-1
79,1,909,846,252,227,1,-1,-1,-1
80,0,980,159,78,88,1,-1,-1,-1
80,1,908,872,260,202,1,-1,-1,-1
81,0,980.0,158.0,78.0,88.0,1,-1,-1,-1
81,1,893.0,885.3333333333335,275.0,185.0,1,-1,-1,-1
82,0,979.0,157.0,78.0,90.0,1,-1,-1,-1
82,1,898.0,912.0,268.3333333333335,165.0,1,-1,-1,-1
83,0,978.0,158.0,80.0,88.0,1,-1,-1,-1
83,1,906.3333333333334,910.3333333333335,258.66666666666663,168.66666666666652,1,-1,-1,-1
84,0,976.0,160.0,83.0,91.0,1,-1,-1,-1
84,1,903.0,932.0,275.0,146.66666666666674,1,-1,-1,-1
85,0,977.0,161.0,82.0,91.0,1,-1,-1,-1
85,1,899.6666666666667,942.0,280.33333333333326,137.0,1,-1,-1,-1
86,0,978.0,161.0,80.0,91.0,1,-1,-1,-1
86,1,911.3333333333334,933.6666666666667,268.66666666666663,145.33333333333326,1,-1,-1,-1
87,0,978.0,163.0,81.0,88.0,1,-1,-1,-1
