0,3,1506,485,85,87,1,-1,-1,-1
0,2,827,708,132,118,1,-1,-1,-1
0,1,535,256,90,93,1,-1,-1,-1
1,3,1506,485,85,87,1,-1,-1,-1
1,2,827,708,132,118,1,-1,-1,-1
1,1,535,256,90,93,1,-1,-1,-1
2,3,1506,485,85,87,1,-1,-1,-1
2,2,827,708,132,118,1,-1,-1,-1
2,1,535,256,90,93,1,-1,-1,-1
3,3,1506,485,85,86,1,-1,-1,-1
3,2,827,708,132,118,1,-1,-1,-1
3,1,535,256,90,93,1,-1,-1,-1
4,3,1505,484,86,86,1,-1,-1,-1
4,2,827,709,132,117,1,-1,-1,-1
4,1,533,252,92,97,1,-1,-1,-1
5,3,1505,484,86,87,1,-1,-1,-1
5,2,828,709,130,116,1,-1,-1,-1
5,1,533,251,93,99,1,-1,-1,-1
6,3,1506,484,84,88,1,-1,-1,-1
6,2,828,709,130,116,1,-1,-1,-1
6,1,533,252,93,98,1,-1,-1,-1
7,3,1506,484,84,88,1,-1,-1,-1
7,2,828,709,130,116,1,-1,-1,-1
7,1,533,252,93,98,1,-1,-1,-1
8,3,1506,484,84,88,1,-1,-1,-1
8,2,827,709,131,116,1,-1,-1,-1
8,1,533,252,93,97,1,-1,-1,-1
9,3,1505,482,85,93,1,-1,-1,-1
9,2,828,709,130,116,1,-1,-1,-1
9,1,532,238,96,97,1,-1,-1,-1
10,3,1505,482,85,93,1,-1,-1,-1
10,2,828,709,130,116,1,-1,-1,-1
10,1,532,238,96,97,1,-1,-1,-1
11,3,1505,482,85,93,1,-1,-1,-1
11,2,828,709,130,116,1,-1,-1,-1
11,1,532,238,96,97,1,-1,-1,-1
12,3,1505,482,85,93,1,-1,-1,-1
12,2,828,709,130,116,1,-1,-1,-1
12,1,532,238,96,97,1,-1,-1,-1
13,3,1505,482,85,92,1,-1,-1,-1
13,2,828,709,130,116,1,-1,-1,-1
13,1,532,238,96,97,1,-1,-1,-1
14,3,1505,482,85,92,1,-1,-1,-1
14,2,828,709,131,116,1,-1,-1,-1
14,1,532,235,95,96,1,-1,-1,-1
15,3,1505,482,85,93,1,-1,-1,-1
15,2,827,708,132,117,1,-1,-1,-1
15,1,532,235,95,96,1,-1,-1,-1
16,3,1505,482,85,93,1,-1,-1,-1
16,2,827,708,131,117,1,-1,-1,-1
16,1,532,235,95,96,1,-1,-1,-1
17,3,1505,482,85,93,1,-1,-1,-1
17,2,827,708,132,117,1,-1,-1,-1
17,1,532,235,95,96,1,-1,-1,-1
18,3,1504,482,87,94,1,-1,-1,-1
18,2,828,708,131,117,1,-1,-1,-1
